idProposicao;proposicaoTipo;ementa;dataApresentacao
2138811;Requerimento;Requer nos termos regimentais convidar os órgãos e as entidades, Ministério do Turismo, EMBRATUR, Governo do Estado de Rondônia, FECOMERCIO, SEBRAE e FIERO para realização de visita técnica e mesa redonda, no estado de Rondônia, objetivando a avaliação de politicas e potencialidades para o turismo no Estado.;2017-05-23
2138812;Indicação;Solicita, ao Excelentíssimo Senhor Ministro da Saúde a destinação de recursos financeiros para o Controle Populacional de Cães e Gatos no Município de Andradina, localizado no Estado de São Paulo.;2017-05-23
2138813;Indicação;Solicita, ao Excelentíssimo Senhor Ministro da Saúde a destinação de recursos financeiros para o Controle Populacional de Cães e Gatos no Município de Paraíso, localizado no Estado de São Paulo.;2017-05-23
2138814;Requerimento;Requer nos termos regimentais convidar os órgãos e as entidades, Ministério do Turismo, EMBRATUR, Governo do Estado de Rondônia, para realização de audiência pública objetivando a avaliação de politicas e potencialidades para o turismo no Estado de Rondônia.;2017-05-23
2138816;Requerimento de Voto de regozijo ou louvor;Requer Moção de Louvor a Solange Caetano, presidente do Sindicato dos Enfermeiros do Estado de São Paulo (Seesp) e da Federação Nacional dos Enfermeiros (FNE), pela luta em prol dessa categoria de trabalhadores a quem a sociedade muito deve pelo trabalho dedicado e generoso.;2017-05-23
2138817;Requerimento;Requer nos termos regimentais requeiro a Vossa Excelência, ouvido o plenário desta Comissão, que o Ministério do Turismo, apresente informações sobre a razão do estado de Rondônia não figurar desde o ano de 2013 das políticas de qualificação do Ministério do Turismo, principalmente relacionadas ao PRONATEC;2017-05-23
2138819;Requerimento de Audiência Pública;Requer a realização de audiência pública para esclarecimentos quanto a operações financeiras realizadas pela JBS S.A. e pela J&F Investimentos com o BNDES e possíveis irregularidades em operações de vendas de ações e títulos em dólar.;2017-05-23
2138821;Indicação;"Sugere a apresentação de Proposição que vise alterar a alínea ""g"", do inciso I, do art. 2º da Lei nº 11.421, de 21 de dezembro de 2006, para atualizar o valor mínimo a ser pago a título de auxílio-invalidez aos militares.";2017-05-23
2138823;Requerimento de Audiência Pública;Requer nos termos do art. 255 do Regimento Interno, a realização de Audiência Pública para discussão do tema: PLP 337/2017, que altera a Lei Complementar nº 73, de 10 de fevereiro de 1993, que institui a Lei Orgânica da Advocacia-Geral da União, e as alterações no Modelo de Estado Brasileiro.;2017-05-23
2138829;Emenda na Comissão;NOVA EMENTA: Altera o art. 14, acrescenta o art. 14-A e altera o § 2º do Art. 17, os arts. 21, 25, 29, 31, o parágrafo único do art. 32 e o art. 36, por fim, revoga o Art. 26 do Decreto-Lei N.º 5.452, de 1º de maio de 1943, que aprova a Consolidação das Leis do Trabalho.;2017-05-23
2138834;Projeto de Lei;Isenta do pagamento de taxa de inscrição em concurso público os candidatos que exerçam a atividade de Comissário ou Agente de Proteção da Infância e da Juventude.;2017-05-23
2138835;Projeto de Lei;Acrescenta dispositivo à Lei nº. 8.069, de 13 de julho de 1990, conferindo livre acesso, nos eventos públicos e privados aos agentes ou comissários de proteção da infância e juventude.;2017-05-23
2138839;Projeto de Lei;Altera a Lei nº 9.504, de 30 de setembro de 1997, para vedar, no ano em que se realizarem as eleições, a nomeação de candidatos aprovados fora das vagas previstas no edital de concurso público para cargos da Administração Pública Direta e Indireta da circunscrição eleitoral.;2017-05-23
2138840;Requerimento;"Solicita realização de Mesa Redonda em Rio Branco no Acre para debate do tema: ""Desdobramentos da última versão apresentada pelo Ministério da Educação da Base Nacional Comum Curricular - BNCC""";2017-05-23
2138842;Requerimento de Redistribuição;Requer a redistribuição do PL 416 de 2015 para análise de mérito na Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços - CDEICS.;2017-05-23
2138843;Projeto de Lei;Altera a Lei nº 12.485, de 12 de setembro de 2011, para garantir o direito do consumidor na contratação de serviços separadamente a preços e condições justos e razoáveis.;2017-05-23
2138846;Projeto de Lei;Institui o dia 4 de outubro como o Dia Nacional do Agente de Segurança Socioeducativo;2017-05-23
2138847;Proposta de Emenda à Constituição;Acrescenta o art. 121-A à Constituição Federal para determinar que a Justiça Eleitoral realize o processo de escolha dos membros do Conselho Tutelar.;2017-05-23
2138855;Projeto de Lei;Altera o Decreto-Lei nº 79, de 19 de dezembro de 1966, para estabelecer que os preços mínimos deverão ser fixados por unidade da federação.;2017-05-23
2138858;Projeto de Lei;Inscreve o nome de ÉNEAS FERREIRA CARNEIRO no Livro dos Heróis da Pátria.;2017-05-23
2138859;Projeto de Lei;Altera a redação do Decreto-Lei nº 2.848, de 7 de dezembro de 1940, que institui o Código Penal, para instituir como qualificado o roubo de cargas e aumentar a pena para o crime de receptação.;2017-05-23
2138860;Projeto de Lei;Altera a redação do Decreto-Lei nº 2.848, de 7 de dezembro de 1940, que institui o Código Penal, para instituir como qualificado o roubo com o uso de motocicleta.;2017-05-23
2138861;Projeto de Lei;Altera a Lei 7.716, de 5 de janeiro de 1989, para incluir na referida legislação os crimes de discriminação ou preconceito de orientação sexual e/ou identidade de gênero.;2017-05-23
2138863;Requerimento;Requer a realização de audiência pública para debater a Cultura da Paz, no âmbito da Comissão Especial CESP.;2017-05-22
2138864;Indicação;Sugere ao Ministro de Estado do Meio Ambiente a realização de estudos para avaliar a melhor forma de proteção da imensa riqueza ambiental e cultural existente no Vale dos Dinossauros e de repressão da ocorrência de práticas lamentáveis como a comercialização de fósseis em rotas turísticas por ambulantes e até mesmo da retirada de achados por estrangeiros.;2017-05-23
2138865;Indicação;Sugere ao Ministro de Estado da Cultura a realização de estudos para avaliar a melhor forma de proteção da imensa riqueza do patrimônio cultural existente no Vale dos Dinossauros e de repressão de ocorrência de práticas lamentáveis como a comercialização de fósseis em rotas turísticas por ambulantes e até mesmo da retirada de achados por estrangeiros.;2017-05-23
2138866;Indicação;Sugere ao Ministro das da Ciência, Tecnologia, Inovações e Comunicações a manutenção do funcionamento de agência dos Correios nos distritos de São José da Mata e Galante, localizados na cidade de Campina Grande-PB.;2017-05-23
2138867;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Aparecida, pelo seu aniversário de emancipação política.;2017-05-23
2138868;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Assunção, pelo seu aniversário de emancipação política.;2017-05-23
2138869;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Barra de Santa Rosa, pelo seu aniversário de emancipação política.;2017-05-23
2138870;Requerimento;Solicita ao Sr. Ministro de Estado da Fazenda a estimativa de renúncia de receita decorrente da aprovação do Projeto de Lei nº 6.608, de 2016.;2017-05-23
2138871;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Capim, pelo seu aniversário de emancipação política.;2017-05-23
2138872;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Areia, pelo seu aniversário de emancipação política.;2017-05-23
2138873;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Cubati, pelo seu aniversário de emancipação política.;2017-05-23
2138874;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Congo, pelo seu aniversário de emancipação política.;2017-05-23
2138875;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Catolé do Rocha, pelo seu aniversário de emancipação política.;2017-05-23
2138876;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Riachão do Poço, pelo seu aniversário de emancipação política.;2017-05-23
2138877;Requerimento;Solicita ao Sr. Ministro de Estado da Fazenda a estimativa de renúncia de receita decorrente da aprovação do Projeto de Lei Complementar nº 211, de 2015.;2017-05-23
2138878;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de São Mamede, pelo seu aniversário de emancipação política.;2017-05-23
2138879;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Cuité de Mamanguape, pelo seu aniversário de emancipação política.;2017-05-23
2138880;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Curral de Cima, pelo seu aniversário de emancipação política.;2017-05-23
2138881;Requerimento;Solicita ao Sr. Ministro de Estado da Fazenda a estimativa de renúncia de receita decorrente da aprovação do Projeto de Lei Complementar nº 351, de 2013.;2017-05-23
2138882;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Marcação, pelo seu aniversário de emancipação política.;2017-05-23
2138883;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Jericó, pelo seu aniversário de emancipação política.;2017-05-23
2138884;Solicitação de Informação ao TCU;Requer Solicitação de Informação ao Tribunal de Contas da União - TCU, sobre a competência de fiscalização da aplicação de recursos por pessoas jurídicas de direito público interno, oriundos de operação de crédito.;2017-05-23
2138885;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Umbuzeiro, pelo seu aniversário de emancipação política.;2017-05-23
2138886;Projeto de Lei;Altera o art. 2º da Lei nº11.096, de 13 de janeiro de 2005, para incluir, entre aqueles a quem a bolsa do Programa Universidade para Todos - PROUNI é destinada, os estudantes que sejam filhos adotivos.;2017-05-23
2138887;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de São João do Cariri, pelo seu aniversário de emancipação política.;2017-05-23
2138888;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Quixabá, pelo seu aniversário de emancipação política.;2017-05-23
2138889;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Pedras de Fogo, pelo seu aniversário de emancipação política.;2017-05-23
2138890;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Massaranduba, pelo seu aniversário de emancipação política.;2017-05-23
2138891;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor para a cidade de Itabaiana, pelo seu aniversário de emancipação.;2017-05-23
2138894;Requerimento;Requer a realização de Seminários no Estado de Santa Catarina, com o objetivo de debater sobre os principais desafios da Educação com foco no Plano Nacional de Educação e no cumprimento de suas metas e estratégias.;2017-05-23
